session,trialno,difficulty,accuracy,period_in_trial,step_reached,durPeriodTotal,FixNb,FixNbInL,FixNbInR,FixNbInT,FixNbNoAOI,FixTotDurInL,FixTotDurInR,FixTotDurInT,FixTotDurInNoAOI,LookNb,LookNbInL,LookNbInR,LookNbInT,LookNbNoAOI,LookTotDurInL,LookTotDurInR,LookTotDurInT,NbSwitches,objL,objR,objT,sideChosen,sideMatch,timePeriodStarts,timePeriodEnds
curE075a,69,Hard,0,feedback,3,5234,7,2,0,2,3,1420,0,880,2042,2,1,0,1,0,1456,0,908,1,V-1-G-1.png,V-1-B-3.png,V-1-B-3.png,left,right,NaN,NaN
curE075a,70,Hard,1,exploration,3,5376,7,4,2,1,0,1406,572,448,0,3,2,1,0,0,1484,628,496,2,O-1-D-1.png,O-1-C-3.png,O-1-D-1.png,left,left,4348,24604
curE075a,70,Hard,1,decision,3,2232,6,1,0,5,0,454,0,1342,0,1,0,0,1,0,528,0,1574,0,O-1-D-1.png,O-1-C-3.png,O-1-D-1.png,left,left,24606,26586
curE075a,70,Hard,1,feedback,3,4538,11,8,0,3,0,1994,0,1898,0,2,1,0,1,0,2266,0,2068,1,O-1-D-1.png,O-1-C-3.png,O-1-D-1.png,left,left,NaN,NaN
curE075a,73,Hard,1,exploration,2,10380,19,11,6,1,1,4714,2804,146,124,7,4,2,1,0,5140,2974,146,6,V-4-F-1.png,V-4-G-3.png,V-4-F-1.png,left,left,1442,3772
curE075a,73,Hard,1,decision,2,10038,1,0,0,1,0,0,0,108,0,1,0,0,1,0,0,0,108,0,V-4-F-1.png,V-4-G-3.png,V-4-F-1.png,left,left,3774,5738
curE075a,74,Hard,0.5,exploration,3,6692,16,4,10,1,1,1472,3418,466,64,5,3,2,0,0,1536,3828,530,3,A-1-I-4.png,A-1-D-1.png,A-1-D-1.png,left,timedout,1424,11802
curE075a,74,Hard,0.5,decision,3,1566,4,1,0,3,0,462,0,876,0,1,0,0,1,0,530,0,1030,0,A-1-I-4.png,A-1-D-1.png,A-1-D-1.png,left,timedout,11804,21838
curE075a,74,Hard,0.5,feedback,3,4542,9,3,0,6,0,964,0,1972,0,3,1,0,2,0,1102,0,2240,1,A-1-I-4.png,A-1-D-1.png,A-1-D-1.png,left,timedout,NaN,NaN
curE075a,75,Hard,0,exploration,3,3080,7,2,4,1,0,326,1870,444,0,2,1,1,0,0,386,2036,534,2,F-3-H-3.png,F-3-A-1.png,F-3-A-1.png,left,right,1584,8274
