session,trialno,difficulty,accuracy,period_in_trial,step_reached,durPeriodTotal,FixNb,FixNbInL,FixNbInR,FixNbInT,FixNbNoAOI,FixTotDurInL,FixTotDurInR,FixTotDurInT,FixTotDurInNoAOI,LookNb,LookNbInL,LookNbInR,LookNbInT,LookNbNoAOI,LookTotDurInL,LookTotDurInR,LookTotDurInT,NbSwitches,objL,objR,objT,sideChosen,sideMatch,timePeriodStarts,timePeriodEnds
curE002a,8,Easy,0.0,exploration,3,11270,20,13,5,2,0,4014,938,850,0,8,5,2,1,0,4404,1076,910,6,V-1-G-1.png,F-4-E-1.png,F-4-E-1.png,left,right,1962.0,13230.0
curE002a,8,Easy,0.0,decision,3,924,2,1,0,1,0,536,0,298,4,1,0,0,1,0,536,0,298,0,V-1-G-1.png,F-4-E-1.png,F-4-E-1.png,left,right,13232.0,14154.0
curE002a,9,Easy,1.0,exploration,3,2498,6,3,2,1,0,934,534,476,0,2,1,1,0,0,1036,634,532,2,F-1-A-3.png,V-2-H-2.png,F-1-A-3.png,left,left,2024.0,4520.0
curE002a,9,Easy,1.0,decision,3,2182,4,1,0,3,0,470,0,1466,0,1,0,0,1,0,530,0,1644,0,F-1-A-3.png,V-2-H-2.png,F-1-A-3.png,left,left,4522.0,6702.0
curE002a,10,Easy,1.0,exploration,3,9912,11,3,5,3,0,714,1832,976,0,7,2,4,1,0,754,1904,1094,3,F-4-E-1.png,V-1-G-1.png,V-1-G-1.png,right,right,2046.0,11956.0
curE002a,10,Easy,1.0,decision,3,2914,6,0,2,3,1,0,364,798,158,2,0,1,1,0,0,106,926,1,F-4-E-1.png,V-1-G-1.png,V-1-G-1.png,right,right,11958.0,14870.0
curE002a,11,Medium,1.0,exploration,3,2328,5,2,1,2,0,550,410,894,0,3,1,1,1,0,584,410,950,2,A-2-F-3.png,A-1-D-1.png,A-1-D-1.png,right,right,2034.0,4360.0
curE002a,11,Medium,1.0,decision,3,1582,5,0,2,3,0,0,420,646,0,2,0,1,1,0,0,470,830,1,A-2-F-3.png,A-1-D-1.png,A-1-D-1.png,right,right,4362.0,5942.0
curE002a,12,Medium,0.0,exploration,3,14272,23,14,7,2,0,4478,2570,804,0,11,5,5,1,0,4854,2700,890,5,V-1-B-3.png,V-2-H-1.png,V-2-H-1.png,left,right,2052.0,16322.0
curE002a,12,Medium,0.0,decision,3,984,3,2,0,1,0,476,0,406,0,2,1,0,1,0,476,0,406,1,V-1-B-3.png,V-2-H-1.png,V-2-H-1.png,left,right,16324.0,17306.0
curE002a,13,Medium,1.0,exploration,3,13628,20,8,8,4,0,2994,3224,1378,0,11,5,4,2,0,3186,3482,1502,6,A-2-F-2.png,A-1-I-4.png,A-2-F-2.png,left,left,2010.0,15636.0
curE002a,13,Medium,1.0,decision,3,2218,7,2,0,5,0,522,0,1138,0,3,1,0,2,0,576,0,1348,1,A-2-F-2.png,A-1-I-4.png,A-2-F-2.png,left,left,15638.0,17854.0
curE002a,14,Medium,0.0,exploration,3,5326,10,6,3,1,0,2000,950,298,0,6,3,2,1,0,2148,1016,298,3,O-4-H-4.png,O-1-D-2.png,O-1-D-2.png,left,right,1960.0,7284.0
curE002a,14,Medium,0.0,decision,3,1600,3,1,0,2,0,540,0,994,6,1,0,0,1,0,540,0,1054,0,O-4-H-4.png,O-1-D-2.png,O-1-D-2.png,left,right,7286.0,8884.0
curE002a,16,Medium,0.0,exploration,3,2328,6,2,2,2,0,458,488,950,14,4,2,1,1,0,458,542,1004,1,O-4-J-3.png,O-2-H-3.png,O-2-H-3.png,left,right,1956.0,4282.0
curE002a,16,Medium,0.0,decision,3,2150,4,2,0,2,0,342,0,648,0,1,0,0,1,0,446,0,722,0,O-4-J-3.png,O-2-H-3.png,O-2-H-3.png,left,right,4284.0,6432.0
curE002a,19,Medium,0.0,exploration,3,5928,4,3,0,1,0,1340,0,258,0,2,2,0,0,0,1438,0,320,2,V-4-A-4.png,V-3-G-4.png,V-3-G-4.png,left,right,5962.0,11888.0
curE002a,19,Medium,0.0,decision,3,1200,3,1,0,2,0,476,0,432,0,1,0,0,1,0,534,0,534,0,V-4-A-4.png,V-3-G-4.png,V-3-G-4.png,left,right,11890.0,13088.0
curE002a,20,Medium,0.0,exploration,3,3648,10,6,2,2,0,1876,386,638,0,4,2,1,1,0,2040,410,708,3,F-3-H-3.png,F-4-E-2.png,F-3-H-3.png,right,left,2030.0,5676.0
curE002a,20,Medium,0.0,decision,3,5432,10,1,0,8,1,256,0,3170,192,2,1,0,1,0,256,0,3660,1,F-3-H-3.png,F-4-E-2.png,F-3-H-3.png,right,left,5678.0,11108.0
curE002a,21,Easy,1.0,exploration,3,3532,6,1,2,3,0,416,294,1118,0,3,1,1,1,0,416,328,1186,2,O-4-J-3.png,F-2-G-1.png,O-4-J-3.png,left,left,2528.0,6058.0
curE002a,21,Easy,1.0,decision,3,3514,4,2,1,1,0,352,250,118,0,3,1,1,1,0,378,250,118,2,O-4-J-3.png,F-2-G-1.png,O-4-J-3.png,left,left,6060.0,9572.0
curE002a,24,Easy,1.0,exploration,3,3680,8,2,5,1,0,690,1798,478,0,5,2,3,0,0,690,1896,538,3,O-3-H-1.png,A-3-E-2.png,A-3-E-2.png,right,right,2654.0,6468.0
curE002a,24,Easy,1.0,decision,3,2750,7,2,0,5,0,568,0,1520,0,3,1,0,2,0,628,0,1706,1,O-3-H-1.png,A-3-E-2.png,A-3-E-2.png,right,right,6470.0,7750.0
curE002a,25,Easy,1.0,exploration,3,3816,8,2,4,2,0,560,1644,1050,0,4,1,2,1,0,598,1772,1108,2,A-2-F-2.png,V-4-G-3.png,V-4-G-3.png,right,right,2092.0,8822.0
curE002a,25,Easy,1.0,decision,3,1282,3,0,1,2,0,0,528,692,10,1,0,0,1,0,0,528,744,0,A-2-F-2.png,V-4-G-3.png,V-4-G-3.png,right,right,8824.0,12602.0
curE004a,8,Easy,1.0,exploration,3,4210,11,0,7,4,0,0,2404,924,0,5,0,3,2,0,0,2618,1054,1,F-2-G-1.png,V-4-F-1.png,F-2-G-1.png,left,left,4964.0,7292.0
curE004a,8,Easy,1.0,decision,3,5898,14,2,0,12,0,366,0,4580,0,4,2,0,2,0,366,0,5156,2,F-2-G-1.png,V-4-F-1.png,F-2-G-1.png,left,left,7294.0,8492.0
curE004a,9,Easy,1.0,exploration,3,3682,8,7,0,1,0,2584,0,482,0,1,1,0,0,0,2952,0,528,1,V-1-A-4.png,O-1-D-2.png,V-1-A-4.png,left,left,1934.0,6142.0
curE004a,9,Easy,1.0,decision,3,1168,3,1,0,2,0,540,0,564,6,1,0,0,1,0,540,0,622,0,V-1-A-4.png,O-1-D-2.png,V-1-A-4.png,left,left,6144.0,12040.0
curE004a,10,Medium,0.0,exploration,3,10760,15,7,5,2,1,2500,2286,804,210,6,3,2,1,0,2730,2440,874,3,A-2-F-2.png,A-1-C-3.png,A-1-C-3.png,left,right,1962.0,5642.0
curE004a,10,Medium,0.0,decision,3,1784,5,0,2,3,0,0,366,1068,0,2,0,1,1,0,0,478,1200,1,A-2-F-2.png,A-1-C-3.png,A-1-C-3.png,left,right,5644.0,6810.0
curE004a,13,Easy,0.0,exploration,3,5680,15,2,10,2,1,208,3554,260,146,4,1,2,1,0,300,4018,284,3,F-1-A-4.png,O-2-H-3.png,F-1-A-4.png,right,left,2246.0,5440.0
curE004a,13,Easy,0.0,decision,3,634,2,0,1,1,0,0,532,38,6,1,0,0,1,0,0,532,38,0,F-1-A-4.png,O-2-H-3.png,F-1-A-4.png,right,left,5442.0,8956.0
curE004a,14,Easy,1.0,exploration,3,2332,6,4,0,2,0,808,0,454,0,2,1,0,1,0,930,0,486,1,A-3-E-2.png,O-1-D-1.png,O-1-D-1.png,right,right,1762.0,7440.0
curE004a,14,Easy,1.0,decision,3,3366,10,3,0,7,0,582,0,1918,20,2,1,0,1,0,746,0,2276,1,A-3-E-2.png,O-1-D-1.png,O-1-D-1.png,right,right,7442.0,8074.0
curE004a,15,Easy,1.0,exploration,3,19922,20,13,5,2,0,4664,1032,238,0,5,2,3,0,0,5360,1166,326,4,V-3-B-1.png,A-1-C-3.png,V-3-B-1.png,left,left,1930.0,4260.0
curE004a,15,Easy,1.0,decision,3,1350,2,0,0,2,0,0,0,254,0,1,0,0,1,0,0,0,296,0,V-3-B-1.png,A-1-C-3.png,V-3-B-1.png,left,left,4262.0,7626.0
curE004a,16,Medium,1.0,exploration,3,6612,17,12,2,3,0,3504,996,660,0,6,2,2,2,0,4002,996,728,3,A-4-I-2.png,A-3-F-3.png,A-3-F-3.png,right,right,1950.0,21870.0
curE004a,16,Medium,1.0,decision,3,1418,4,1,0,3,0,184,0,788,0,2,1,0,1,0,184,0,850,1,A-4-I-2.png,A-3-F-3.png,A-3-F-3.png,right,right,21872.0,23220.0
curE004a,21,Hard,1.0,exploration,3,4476,11,3,6,2,0,594,1010,760,0,4,1,2,1,0,666,1100,814,2,O-3-H-1.png,O-3-B-4.png,O-3-H-1.png,left,left,2058.0,7688.0
curE004a,21,Hard,1.0,decision,3,1868,2,0,0,2,0,0,0,232,0,1,0,0,1,0,0,0,252,0,O-3-H-1.png,O-3-B-4.png,O-3-H-1.png,left,left,7690.0,8786.0
curE004a,28,Medium,1.0,exploration,3,9512,9,2,5,1,1,788,2262,488,100,3,1,2,0,0,848,2614,542,2,F-3-G-4.png,F-1-A-2.png,F-3-G-4.png,left,left,2766.0,11574.0
curE004a,28,Medium,1.0,decision,3,1600,4,1,0,3,0,446,0,924,0,1,0,0,1,0,526,0,1072,0,F-3-G-4.png,F-1-A-2.png,F-3-G-4.png,left,left,11576.0,12524.0
curE004a,29,Medium,0.0,exploration,3,3660,9,6,0,3,0,1914,0,688,0,3,1,0,2,0,2170,0,750,1,O-2-H-3.png,O-4-J-3.png,O-4-J-3.png,left,right,1946.0,11456.0
curE004a,29,Medium,0.0,decision,3,1648,5,1,0,4,0,448,0,920,0,1,0,0,1,0,524,0,1120,0,O-2-H-3.png,O-4-J-3.png,O-4-J-3.png,left,right,11458.0,13056.0
curE004a,38,Easy,0.0,exploration,3,15544,27,8,18,1,0,2316,6300,480,0,10,5,5,0,0,2512,6910,540,6,O-4-H-4.png,F-4-E-1.png,F-4-E-1.png,left,right,3004.0,5334.0
curE004a,38,Easy,0.0,decision,3,1216,3,1,0,2,0,472,0,468,0,1,0,0,1,0,538,0,566,0,O-4-H-4.png,F-4-E-1.png,F-4-E-1.png,left,right,5336.0,6934.0
curE004a,41,Easy,1.0,exploration,3,4882,6,4,1,1,0,1246,448,418,0,3,2,1,0,0,1330,448,466,2,O-4-B-1.png,F-2-G-2.png,F-2-G-2.png,right,right,8410.0,19736.0
curE004a,41,Easy,1.0,decision,3,3066,10,1,0,7,2,116,0,1504,306,2,0,0,2,0,134,0,1642,0,O-4-B-1.png,F-2-G-2.png,F-2-G-2.png,right,right,19738.0,23952.0
curE004a,42,Easy,1.0,exploration,3,2328,3,0,0,3,0,0,0,986,0,1,0,0,1,0,0,0,1038,0,F-1-A-1.png,O-1-D-1.png,F-1-A-1.png,left,left,2128.0,7008.0
curE004a,42,Easy,1.0,decision,3,1400,4,0,2,2,0,0,422,748,0,2,0,1,1,0,0,488,806,1,F-1-A-1.png,O-1-D-1.png,F-1-A-1.png,left,left,7010.0,10074.0
curE004a,45,Medium,1.0,exploration,3,9292,20,12,5,1,2,2528,1824,438,550,5,2,3,0,0,3046,1952,0,4,F-4-E-4.png,F-3-A-2.png,F-3-A-2.png,right,right,1762.0,18402.0
curE004a,45,Medium,1.0,decision,3,1250,3,1,0,2,0,432,0,622,0,2,1,0,1,0,432,0,676,1,F-4-E-4.png,F-3-A-2.png,F-3-A-2.png,right,right,18404.0,23902.0
curE004a,46,Medium,0.0,exploration,3,2682,4,0,3,1,0,0,1722,480,0,1,0,1,0,0,0,1896,534,1,V-4-G-3.png,V-3-H-3.png,V-3-H-3.png,left,right,2000.0,11290.0
curE004a,46,Medium,0.0,decision,3,2216,6,0,2,4,0,0,392,1490,0,1,0,0,1,0,0,480,1640,0,V-4-G-3.png,V-3-H-3.png,V-3-H-3.png,left,right,11292.0,12540.0
curE004a,47,Medium,0.0,exploration,3,3942,10,2,7,1,0,606,2084,346,0,3,1,1,1,0,672,2474,346,2,A-3-E-1.png,A-1-D-1.png,A-3-E-1.png,right,left,4478.0,7158.0
curE004a,47,Medium,0.0,decision,3,2716,4,1,0,3,0,426,0,1996,0,1,0,0,1,0,530,0,2178,0,A-3-E-1.png,A-1-D-1.png,A-3-E-1.png,right,left,7160.0,9374.0
curE004a,52,Easy,0.0,exploration,3,8348,22,17,4,1,0,5206,834,436,0,5,3,2,0,0,6018,966,588,3,A-2-F-4.png,O-3-B-4.png,A-2-F-4.png,right,left,2010.0,4336.0
curE004a,52,Easy,0.0,decision,3,1832,4,1,0,3,0,468,0,1134,0,1,0,0,1,0,540,0,1286,0,A-2-F-4.png,O-3-B-4.png,A-2-F-4.png,right,left,4338.0,5736.0
curE004a,53,Easy,1.0,exploration,3,5076,12,3,5,4,0,868,1742,1314,0,4,2,1,1,0,936,1996,1456,2,V-4-G-3.png,F-4-E-2.png,V-4-G-3.png,left,left,1758.0,10104.0
curE004a,53,Easy,1.0,decision,3,2732,5,1,0,4,0,310,0,1952,0,2,1,0,1,0,310,0,2150,1,V-4-G-3.png,F-4-E-2.png,V-4-G-3.png,left,left,10106.0,11936.0
curE004a,54,Easy,0.0,exploration,3,2326,6,1,3,2,0,558,756,452,0,3,1,1,1,0,558,808,530,2,A-2-F-1.png,V-1-B-3.png,V-1-B-3.png,left,right,1934.0,7008.0
curE004a,54,Easy,0.0,decision,3,766,3,0,2,1,0,0,406,140,0,2,0,1,1,0,0,470,140,1,A-2-F-1.png,V-1-B-3.png,V-1-B-3.png,left,right,7010.0,9740.0
curE004a,55,Easy,0.0,exploration,3,8230,17,15,1,1,0,4348,170,462,0,1,0,1,0,0,4964,170,534,1,F-4-E-2.png,V-4-G-3.png,F-4-E-2.png,right,left,1916.0,4240.0
curE004a,55,Easy,0.0,decision,3,8280,15,2,1,11,1,576,360,5500,392,5,1,1,3,0,646,360,5916,2,F-4-E-2.png,V-4-G-3.png,F-4-E-2.png,right,left,4242.0,5006.0
curE004a,56,Easy,1.0,exploration,3,12908,22,13,6,2,1,3518,2174,1010,190,8,4,3,1,0,3958,2392,1072,4,F-1-A-4.png,O-3-B-4.png,F-1-A-4.png,left,left,1846.0,10074.0
curE004a,56,Easy,1.0,decision,3,1666,5,1,0,4,0,462,0,890,0,1,0,0,1,0,530,0,1132,0,F-1-A-4.png,O-3-B-4.png,F-1-A-4.png,left,left,10076.0,18354.0
curE004a,57,Easy,0.0,exploration,3,5248,8,2,5,1,0,754,1260,412,0,5,2,2,1,0,754,1404,412,3,V-1-G-2.png,A-1-D-2.png,A-1-D-2.png,left,right,1766.0,14672.0
curE004a,57,Easy,0.0,decision,3,1700,4,1,0,2,1,446,0,694,242,1,0,0,1,0,530,0,752,0,V-1-G-2.png,A-1-D-2.png,A-1-D-2.png,left,right,14674.0,16338.0
curE004a,58,Easy,0.0,exploration,3,8246,12,3,7,2,0,672,3134,394,4,3,0,2,1,0,794,3394,464,2,A-2-F-3.png,O-4-B-1.png,O-4-B-1.png,left,right,1980.0,7226.0
curE004a,58,Easy,0.0,decision,3,1732,4,1,0,3,0,462,0,1060,0,1,0,0,1,0,528,0,1194,0,A-2-F-3.png,O-4-B-1.png,O-4-B-1.png,left,right,7228.0,8926.0
curE004a,64,Easy,0.0,exploration,3,9560,20,6,12,2,0,1760,3156,596,0,5,2,2,1,0,2020,3654,652,3,O-1-D-1.png,A-3-E-2.png,A-3-E-2.png,left,right,5292.0,13354.0
curE004a,64,Easy,0.0,decision,3,2034,5,1,0,4,0,382,0,1214,0,2,1,0,1,0,382,0,1376,1,O-1-D-1.png,A-3-E-2.png,A-3-E-2.png,left,right,13356.0,15920.0
curE004a,65,Easy,1.0,exploration,2,4564,7,5,0,2,0,1046,0,352,0,2,1,0,1,0,1152,0,378,1,O-3-H-2.png,F-3-A-2.png,O-3-H-2.png,left,left,1930.0,11488.0
curE004a,65,Easy,1.0,decision,2,10040,12,0,1,11,0,0,124,4110,0,3,0,1,2,0,0,124,4714,1,O-3-H-2.png,F-3-A-2.png,O-3-H-2.png,left,left,11490.0,13522.0
curE008a,9,Easy,0.0,exploration,3,9994,15,12,2,1,0,5036,1654,468,0,4,3,1,0,0,5620,1680,542,2,A-2-F-1.png,O-1-C-3.png,A-2-F-1.png,right,left,1798.0,11790.0
curE008a,9,Easy,0.0,decision,3,7048,11,0,1,10,0,0,460,2714,0,1,0,0,1,0,0,530,3338,0,A-2-F-1.png,O-1-C-3.png,A-2-F-1.png,right,left,11792.0,18838.0
curE008a,10,Easy,0.0,exploration,3,8692,18,10,7,1,0,3762,2778,474,0,4,2,2,0,0,4304,3060,544,3,A-1-D-2.png,F-1-A-1.png,F-1-A-1.png,left,right,5330.0,14020.0
curE008a,10,Easy,0.0,decision,3,4116,9,1,0,8,0,478,0,3094,0,1,0,0,1,0,540,0,3570,0,A-1-D-2.png,F-1-A-1.png,F-1-A-1.png,left,right,14022.0,18136.0
curE008a,11,Easy,1.0,exploration,3,5930,10,7,2,1,0,1926,418,468,0,1,1,0,0,0,2300,576,530,1,A-3-E-1.png,V-3-B-2.png,A-3-E-1.png,left,left,1790.0,7718.0
curE008a,11,Easy,1.0,decision,3,3000,8,2,0,6,0,386,0,1858,0,2,1,0,1,0,474,0,2132,1,A-3-E-1.png,V-3-B-2.png,A-3-E-1.png,left,left,7720.0,10718.0
curE008a,12,Easy,1.0,exploration,3,3798,8,4,3,1,0,888,1792,468,0,2,1,1,0,0,1026,1918,534,2,V-1-G-2.png,F-1-A-2.png,V-1-G-2.png,left,left,1630.0,5426.0
curE008a,12,Easy,1.0,decision,3,5500,13,1,0,12,0,246,0,3146,0,2,1,0,1,0,246,0,3798,1,V-1-G-2.png,F-1-A-2.png,V-1-G-2.png,left,left,5428.0,10926.0
curE008a,13,Medium,1.0,exploration,3,12296,19,5,11,2,1,1450,3486,434,292,8,2,5,1,0,1630,3824,200,6,V-2-H-2.png,V-3-B-1.png,V-2-H-2.png,left,left,1790.0,14084.0
curE008a,13,Medium,1.0,decision,3,766,3,2,0,1,0,502,0,150,0,2,1,0,1,0,502,0,150,1,V-2-H-2.png,V-3-B-1.png,V-2-H-2.png,left,left,14086.0,14850.0
curE008a,14,Medium,0.0,exploration,3,7480,14,10,3,1,0,3960,1814,390,0,5,2,2,1,0,4458,1872,390,3,O-4-J-3.png,O-1-D-1.png,O-1-D-1.png,left,right,1604.0,9082.0
curE008a,14,Medium,0.0,decision,3,7614,17,1,0,15,1,404,0,5750,264,2,0,0,2,0,560,0,6474,0,O-4-J-3.png,O-1-D-1.png,O-1-D-1.png,left,right,9084.0,16696.0
curE008a,15,Medium,0.0,exploration,3,2564,7,5,0,2,0,1786,0,360,0,2,1,0,1,0,1962,0,452,1,V-1-A-4.png,V-3-H-3.png,V-3-H-3.png,left,right,4400.0,6962.0
curE008a,15,Medium,0.0,decision,3,4664,10,1,0,9,0,472,0,2616,0,1,0,0,1,0,530,0,3212,0,V-1-A-4.png,V-3-H-3.png,V-3-H-3.png,left,right,6964.0,11626.0
curE008a,17,Easy,0.0,exploration,3,2648,8,5,2,1,0,1014,680,410,0,2,1,1,0,0,1172,780,544,2,F-2-G-4.png,V-4-F-1.png,F-2-G-4.png,right,left,1580.0,4226.0
curE008a,17,Easy,0.0,decision,3,5916,7,1,1,5,0,224,134,3016,0,3,1,0,2,0,224,310,3232,1,F-2-G-4.png,V-4-F-1.png,F-2-G-4.png,right,left,4228.0,10142.0
curE008a,18,Easy,1.0,exploration,3,7962,5,1,3,1,0,280,1990,466,0,2,1,1,0,0,280,2116,532,2,O-2-J-1.png,F-1-A-3.png,O-2-J-1.png,left,left,3040.0,11000.0
curE008a,18,Easy,1.0,decision,3,9448,17,2,1,12,2,864,340,4240,518,5,1,1,3,0,932,374,4700,2,O-2-J-1.png,F-1-A-3.png,O-2-J-1.png,left,left,11002.0,20448.0
curE008a,20,Easy,0.0,exploration,3,7694,14,8,5,1,0,3036,1822,440,0,3,2,1,0,0,3414,2020,510,2,F-1-A-1.png,A-1-D-2.png,A-1-D-2.png,left,right,1596.0,9288.0
curE008a,20,Easy,0.0,decision,3,8682,16,1,0,15,0,404,0,5404,0,2,1,0,1,0,404,0,6402,1,F-1-A-1.png,A-1-D-2.png,A-1-D-2.png,left,right,9290.0,17970.0
curE008a,21,Easy,0.0,exploration,3,3198,9,8,0,1,0,2222,0,362,0,2,1,0,1,0,2622,0,362,1,A-3-E-1.png,O-3-H-2.png,O-3-H-2.png,left,right,1860.0,5056.0
curE008a,21,Easy,0.0,decision,3,2000,2,1,0,1,0,498,0,460,0,1,0,0,1,0,2,0,460,0,A-3-E-1.png,O-3-H-2.png,O-3-H-2.png,left,right,5058.0,7056.0
curE008a,25,Easy,1.0,exploration,3,4448,8,4,3,1,0,968,2322,414,0,5,2,2,1,0,1100,2396,414,3,V-2-H-2.png,O-4-J-3.png,O-4-J-3.png,right,right,7744.0,12190.0
curE008a,25,Easy,1.0,decision,3,766,3,0,2,1,0,0,482,178,0,2,0,1,1,0,0,482,178,1,V-2-H-2.png,O-4-J-3.png,O-4-J-3.png,right,right,12192.0,12956.0
curE009a,9,Easy,1.0,exploration,3,3798,10,0,9,1,0,0,2284,464,0,1,0,1,0,0,0,2714,538,1,O-1-I-4.png,A-3-B-4.png,O-1-I-4.png,left,left,1592.0,7002.0
curE009a,9,Easy,1.0,decision,3,3032,9,0,1,8,0,0,458,2078,0,1,0,0,1,0,0,528,2494,0,O-1-I-4.png,A-3-B-4.png,O-1-I-4.png,left,left,7004.0,12216.0
curE009a,10,Easy,1.0,exploration,3,8758,24,16,7,1,0,3836,1878,464,0,4,2,2,0,0,4588,2108,8,3,V-3-H-3.png,A-1-D-1.png,A-1-D-1.png,right,right,1440.0,5236.0
curE009a,10,Easy,1.0,decision,3,3150,7,2,0,5,0,358,0,2314,0,2,1,0,1,0,412,0,2542,1,V-3-H-3.png,A-1-D-1.png,A-1-D-1.png,right,right,5238.0,8268.0
curE009a,11,Medium,0.0,exploration,3,9524,18,1,14,2,1,310,3406,446,302,3,1,1,1,0,310,3904,474,2,O-3-B-4.png,O-2-G-4.png,O-2-G-4.png,left,right,1596.0,10352.0
curE009a,11,Medium,0.0,decision,3,3232,7,1,0,6,0,408,0,2346,0,1,0,0,1,0,434,0,2622,0,O-3-B-4.png,O-2-G-4.png,O-2-G-4.png,left,right,10354.0,13502.0
curE009a,12,Medium,0.0,exploration,3,3316,8,2,5,1,0,640,1248,480,0,3,1,2,0,0,704,1472,558,2,A-3-E-1.png,A-2-F-4.png,A-2-F-4.png,left,right,1448.0,10970.0
curE009a,12,Medium,0.0,decision,3,4564,8,0,2,4,2,0,288,2730,228,4,0,2,2,0,0,232,2876,2,A-3-E-1.png,A-2-F-4.png,A-2-F-4.png,left,right,10972.0,14202.0
curE009a,14,Easy,1.0,exploration,3,2726,6,3,2,1,0,1016,448,478,0,1,0,1,0,0,1188,480,540,1,F-2-G-3.png,A-3-F-3.png,A-3-F-3.png,right,right,1976.0,4700.0
curE009a,14,Easy,1.0,decision,3,2016,4,0,1,3,0,0,244,1244,0,1,0,0,1,0,0,274,1360,0,F-2-G-3.png,A-3-F-3.png,A-3-F-3.png,right,right,4702.0,6716.0
curE009a,15,Easy,1.0,exploration,3,2998,7,4,2,1,0,1370,448,488,0,2,1,1,0,0,1572,486,540,2,F-1-A-4.png,O-3-H-2.png,O-3-H-2.png,right,right,1538.0,4534.0
curE009a,15,Easy,1.0,decision,3,3500,10,0,1,7,2,0,432,1950,342,3,0,1,2,0,0,432,2274,1,F-1-A-4.png,O-3-H-2.png,O-3-H-2.png,right,right,4536.0,8034.0
curE009a,16,Medium,1.0,exploration,3,4476,13,7,4,1,1,1586,1126,464,254,2,1,1,0,0,1874,1226,4,2,V-3-B-1.png,V-1-G-2.png,V-3-B-1.png,left,left,1482.0,5956.0
curE009a,16,Medium,1.0,decision,3,1016,3,2,0,1,0,484,0,424,0,2,1,0,1,0,484,0,424,1,V-3-B-1.png,V-1-G-2.png,V-3-B-1.png,left,left,5958.0,6972.0
curE009a,18,Medium,1.0,exploration,3,4526,9,5,3,1,0,762,612,458,0,2,1,1,0,0,988,716,536,2,F-2-G-3.png,F-4-E-2.png,F-4-E-2.png,right,right,1766.0,6290.0
curE009a,18,Medium,1.0,decision,3,2032,7,0,2,5,0,0,376,1296,0,2,0,1,1,0,0,396,1522,1,F-2-G-3.png,F-4-E-2.png,F-4-E-2.png,right,right,6292.0,8322.0
curE009a,23,Easy,1.0,exploration,3,12262,25,11,12,1,1,3268,2582,454,394,9,4,5,0,0,3692,2952,530,5,F-1-A-3.png,A-3-F-3.png,F-1-A-3.png,left,left,1494.0,5756.0
curE009a,23,Easy,1.0,decision,3,3332,7,0,1,6,0,0,448,2518,0,1,0,0,1,0,0,528,2796,0,F-1-A-3.png,A-3-F-3.png,F-1-A-3.png,left,left,5758.0,7356.0
curE009a,29,Easy,0.0,exploration,2,18828,38,22,14,1,1,8126,4960,370,134,7,3,3,1,0,8984,5780,370,4,V-2-B-3.png,F-2-G-1.png,V-2-B-3.png,right,left,1852.0,15938.0
curE009a,29,Easy,0.0,decision,2,10076,16,0,0,16,0,0,0,4650,0,1,0,0,1,0,0,0,5616,0,V-2-B-3.png,F-2-G-1.png,V-2-B-3.png,right,left,15940.0,23786.0
curE009a,34,Easy,1.0,exploration,3,4514,10,8,0,2,0,2852,0,696,0,5,3,0,2,0,3170,0,696,3,F-4-E-4.png,A-2-F-3.png,A-2-F-3.png,right,right,1582.0,7694.0
curE009a,34,Easy,1.0,decision,3,2350,6,1,0,5,0,490,0,1506,0,1,0,0,1,0,542,0,1790,0,F-4-E-4.png,A-2-F-3.png,A-2-F-3.png,right,right,7696.0,10378.0
curE009a,35,Easy,1.0,exploration,2,19844,18,2,11,5,0,1570,7016,610,0,8,2,2,4,0,1620,7556,616,3,O-3-H-2.png,F-1-A-4.png,O-3-H-2.png,left,left,1434.0,6874.0
curE009a,35,Easy,1.0,decision,2,10074,20,0,0,20,0,0,0,4466,0,1,0,0,1,0,0,0,5624,0,O-3-H-2.png,F-1-A-4.png,O-3-H-2.png,left,left,6876.0,9106.0
curE009a,37,Medium,0.0,exploration,3,6114,16,4,11,1,0,922,3454,436,0,5,2,3,0,0,1050,3898,534,3,F-3-A-1.png,F-4-E-1.png,F-3-A-1.png,right,left,9378.0,14422.0
curE009a,37,Medium,0.0,decision,3,2684,6,0,1,5,0,0,470,1878,0,1,0,0,1,0,0,532,2144,0,F-3-A-1.png,F-4-E-1.png,F-3-A-1.png,right,left,14424.0,16222.0
curE009a,38,Medium,0.0,exploration,3,5442,13,7,5,1,0,1398,2122,458,0,5,2,3,0,0,1642,2236,530,3,V-1-G-2.png,V-3-B-1.png,V-1-G-2.png,right,left,1264.0,5342.0
curE009a,38,Medium,0.0,decision,3,2232,6,2,0,4,0,438,0,1486,0,2,1,0,1,0,470,0,1650,1,V-1-G-2.png,V-3-B-1.png,V-1-G-2.png,right,left,5344.0,7042.0
curE009a,39,Easy,0.0,exploration,2,2676,7,0,5,1,1,0,1460,474,152,2,0,2,0,0,0,1658,536,1,O-4-J-3.png,A-4-E-3.png,O-4-J-3.png,right,left,1446.0,9408.0
curE009a,39,Easy,0.0,decision,2,10042,21,0,0,21,0,0,0,6750,0,1,0,0,1,0,0,0,8190,0,O-4-J-3.png,A-4-E-3.png,O-4-J-3.png,right,left,9410.0,10840.0
